x,y,vx,vy,ang,angVel,t
0.9203713187505348,-4.754921141839399,0.0,0.0,-2.3074526388824137,0.0,0.0
2.9297424050853107,-4.269323129308495,0.0,0.0,-2.798568713169089,0.0,1.6368144208939412
2.862763368874152,-4.336302165519655,0.0,0.0,3.5329977817150056,0.0,1.9356544811517324
1.5064378855981804,-5.726117166901212,0.0,0.0,3.192568860665108,0.0,3.2969357410347673
1.4714946070878272,-5.755007704160246,0.0,0.0,3.1117507689226835,0.0,3.5127853136861957
2.966101694915254,-5.755007704160246,0.0,0.0,3.1483952697446025,0.0,4.924454343748331
2.912997646032521,-5.759606685006787,0.0,0.0,3.1611979844469973,0.0,5.190547181890041
1.1045636683312223,-6.663823673857436,0.0,0.0,2.4980915447965084,0.0,6.743365685000348
1.0208398730672736,-6.848016023438124,0.0,0.0,2.3561944901923444,0.0,7.238935861101489
2.879508127926941,-7.24989024070508,0.0,0.0,2.9804407574511087,0.0,8.813173562280346
2.9632319231908903,-7.132676927335551,0.0,0.0,2.906580437869136,0.0,9.20850180289318
1.171542704542382,-6.580099878593487,0.0,0.0,2.283153924889225,0.0,10.75411461281616
